EmployeeID_Code,Age,AgeGroup,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome (km),Education (Years),EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,SalarySlab,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,Salary Hike,PerformanceRating,RelationshipSatisfaction,StandardHours,Segment,PredictedAttritionRisk
RM189,34.0,26-35,No,Travel Frequently,1069.0,Research & Development,2.0,1.0,Life Science,1.0,256,4.0,Male,45.0,2.0,2.0,Manufacturing Director,3.0,Married,9547.0,5k-10k,14074.0,1.0,Y,No,17.0,0.17,3.0,3.0,80,0,0.06965563542252495
RM1348,36.0,36-45,No,Travel Frequently,1213.0,Human Resources,2.0,1.0,Human Resources,1.0,1890,2.0,Male,94.0,2.0,2.0,Human Resources,4.0,Single,3886.0,Upto 5k,4223.0,1.0,Y,No,21.0,0.21,4.0,4.0,80,0,0.10697893454594788
RM554,40.0,36-45,No,Travel Rarely,804.0,Research & Development,2.0,1.0,Medical,1.0,763,4.0,Female,86.0,2.0,1.0,Research Scientist,4.0,Single,2342.0,Upto 5k,22929.0,0.0,Y,Yes,20.0,0.2,4.0,4.0,80,0,0.2789060484130332
RM775,55.0,46-55,No,Non Travel,444.0,Research & Development,2.0,1.0,Medical,1.0,1074,3.0,Male,40.0,2.0,4.0,Manager,1.0,Single,16756.0,15k+,17323.0,7.0,Y,No,15.0,0.15,3.0,2.0,80,2,0.0626985695535014
RM661,58.0,55+,Yes,Travel Frequently,781.0,Research & Development,2.0,1.0,Life Science,1.0,918,4.0,Male,57.0,2.0,1.0,Laboratory Technician,4.0,Divorced,2380.0,Upto 5k,13384.0,9.0,Y,Yes,14.0,0.14,3.0,4.0,80,1,0.7534038219225595
RM1360,34.0,26-35,No,Travel Rarely,735.0,Sales,3.0,1.0,Medical,1.0,1915,4.0,Female,75.0,2.0,2.0,Sales Executive,4.0,Married,8103.0,5k-10k,16495.0,3.0,Y,Yes,12.0,0.12,3.0,3.0,80,3,0.20111840707880005
RM694,36.0,36-45,Yes,Travel Rarely,530.0,Sales,3.0,1.0,Life Science,1.0,967,3.0,Male,51.0,2.0,3.0,Sales Executive,4.0,Married,10325.0,10k-15k,5518.0,1.0,Y,Yes,11.0,0.11,3.0,1.0,80,3,0.5818553067856332
RM444,22.0,18-25,Yes,Travel Frequently,1368.0,Research & Development,4.0,1.0,Technical Degree,1.0,593,3.0,Male,99.0,2.0,1.0,Laboratory Technician,3.0,Single,3894.0,Upto 5k,9129.0,5.0,Y,No,16.0,0.16,3.0,3.0,80,3,0.6548416664500318
RM641,24.0,18-25,No,Non Travel,1269.0,Research & Development,4.0,1.0,Life Science,1.0,888,1.0,Male,46.0,2.0,1.0,Laboratory Technician,4.0,Married,3162.0,Upto 5k,10778.0,0.0,Y,No,17.0,0.17,3.0,4.0,80,0,0.13449039875504984
RM639,25.0,18-25,No,Travel Rarely,583.0,Sales,4.0,1.0,Marketing,1.0,885,3.0,Male,87.0,2.0,2.0,Sales Executive,1.0,Married,4256.0,Upto 5k,18154.0,1.0,Y,No,12.0,0.12,3.0,1.0,80,3,0.22705819591796322
RM611,27.0,26-35,No,Travel Rarely,269.0,Research & Development,5.0,1.0,Technical Degree,1.0,844,3.0,Male,42.0,2.0,3.0,Research Director,4.0,Divorced,12808.0,10k-15k,8842.0,1.0,Y,Yes,16.0,0.16,3.0,2.0,80,3,0.09538551113474399
RM1330,29.0,26-35,No,Travel Rarely,352.0,Human Resources,6.0,1.0,Medical,1.0,1865,4.0,Male,87.0,2.0,1.0,Human Resources,2.0,Married,2804.0,Upto 5k,15434.0,1.0,Y,No,11.0,0.11,3.0,4.0,80,3,0.24838833452527245
RM1467,39.0,36-45,No,Travel Rarely,613.0,Research & Development,6.0,1.0,Medical,1.0,2062,4.0,Male,42.0,2.0,3.0,Healthcare Representative,1.0,Married,9991.0,5k-10k,21457.0,4.0,Y,No,15.0,0.15,3.0,1.0,80,1,0.15421811246005968
RM1182,49.0,46-55,No,Travel Rarely,465.0,Research & Development,6.0,1.0,Life Science,1.0,1661,3.0,Female,41.0,2.0,4.0,Healthcare Representative,3.0,Married,13966.0,10k-15k,11652.0,2.0,Y,Yes,19.0,0.19,3.0,2.0,80,2,0.06149759147569301
RM109,25.0,18-25,No,Travel Rarely,1280.0,Research & Development,7.0,1.0,Medical,1.0,143,4.0,Male,64.0,2.0,1.0,Research Scientist,4.0,Married,2889.0,Upto 5k,26897.0,1.0,Y,No,11.0,0.11,3.0,3.0,80,3,0.13797431874709776
RM658,29.0,26-35,No,Travel Rarely,1086.0,Research & Development,7.0,1.0,Medical,1.0,912,1.0,Female,62.0,2.0,1.0,Laboratory Technician,4.0,Divorced,2532.0,Upto 5k,6054.0,6.0,Y,No,14.0,0.14,3.0,3.0,80,1,0.28625378371414284
RM1202,23.0,18-25,Yes,Travel Rarely,1320.0,Research & Development,8.0,1.0,Medical,1.0,1684,4.0,Male,93.0,2.0,1.0,Laboratory Technician,3.0,Single,3989.0,Upto 5k,20586.0,1.0,Y,Yes,11.0,0.11,3.0,1.0,80,3,0.7160936726443797
RM826,29.0,26-35,No,Travel Rarely,718.0,Research & Development,8.0,1.0,Medical,1.0,1150,2.0,Male,79.0,2.0,2.0,Manufacturing Director,4.0,Married,5056.0,5k-10k,17689.0,1.0,Y,Yes,15.0,0.15,3.0,3.0,80,3,0.18527920752655458
RM755,33.0,26-35,No,Non Travel,1038.0,Sales,8.0,1.0,Life Science,1.0,1044,2.0,Female,88.0,2.0,1.0,Sales Representative,4.0,Single,2342.0,Upto 5k,21437.0,0.0,Y,No,19.0,0.19,3.0,4.0,80,0,0.17702693901498076
RM1041,40.0,36-45,No,Non Travel,218.0,Research & Development,8.0,1.0,Medical,1.0,1468,4.0,Male,55.0,2.0,3.0,Research Director,2.0,Divorced,13757.0,10k-15k,25178.0,2.0,Y,No,11.0,0.11,3.0,3.0,80,2,0.04564235955262202
RM002,49.0,46-55,No,Travel Frequently,279.0,Research & Development,8.0,1.0,Life Science,1.0,2,3.0,Male,61.0,2.0,2.0,Research Scientist,2.0,Married,5130.0,5k-10k,24907.0,1.0,Y,No,23.0,0.23,4.0,4.0,80,0,0.13341886114538787
RM915,55.0,46-55,No,Non Travel,177.0,Research & Development,8.0,1.0,Medical,1.0,1278,4.0,Male,37.0,2.0,4.0,Healthcare Representative,2.0,Divorced,13577.0,10k-15k,25592.0,1.0,Y,Yes,15.0,0.15,3.0,4.0,80,2,0.03723833192359768
RM344,29.0,26-35,No,Travel Rarely,144.0,Sales,10.0,1.0,Marketing,1.0,463,4.0,Female,39.0,2.0,2.0,Sales Executive,2.0,Divorced,8268.0,5k-10k,11866.0,1.0,Y,Yes,14.0,0.14,3.0,1.0,80,3,0.22006907380542848
RM725,24.0,18-25,No,Travel Rarely,1206.0,Research & Development,17.0,1.0,Medical,1.0,1009,4.0,Female,41.0,2.0,2.0,Manufacturing Director,3.0,Divorced,4377.0,Upto 5k,24117.0,1.0,Y,No,15.0,0.15,3.0,2.0,80,3,0.10582548760143622
RM785,38.0,36-45,No,Travel Rarely,330.0,Research & Development,17.0,1.0,Life Science,1.0,1088,3.0,Female,65.0,2.0,3.0,Healthcare Representative,3.0,Married,8823.0,5k-10k,24608.0,0.0,Y,No,18.0,0.18,3.0,1.0,80,0,0.23457139955808232
RM230,29.0,26-35,Yes,Travel Rarely,896.0,Research & Development,18.0,1.0,Medical,1.0,315,3.0,Male,86.0,2.0,1.0,Research Scientist,4.0,Single,2389.0,Upto 5k,14961.0,1.0,Y,Yes,13.0,0.13,3.0,3.0,80,3,0.823724609562937
RM1329,27.0,26-35,No,Travel Rarely,728.0,Sales,23.0,1.0,Medical,1.0,1864,2.0,Female,36.0,2.0,2.0,Sales Representative,3.0,Married,3540.0,Upto 5k,7018.0,1.0,Y,No,21.0,0.21,4.0,4.0,80,0,0.180487868875596
RM837,29.0,26-35,Yes,Travel Rarely,408.0,Sales,23.0,1.0,Life Science,1.0,1165,4.0,Female,45.0,2.0,3.0,Sales Executive,1.0,Married,7336.0,5k-10k,11162.0,1.0,Y,No,13.0,0.13,3.0,1.0,80,3,0.6293460502727514
RM1463,39.0,36-45,No,Travel Rarely,722.0,Sales,24.0,1.0,Marketing,1.0,2056,2.0,Female,60.0,2.0,4.0,Sales Executive,4.0,Married,12031.0,10k-15k,8828.0,0.0,Y,No,11.0,0.11,3.0,1.0,80,3,0.17375731776075856
RM978,34.0,26-35,No,Non Travel,999.0,Research & Development,26.0,1.0,Technical Degree,1.0,1374,1.0,Female,92.0,2.0,1.0,Research Scientist,3.0,Divorced,2029.0,Upto 5k,15891.0,1.0,Y,No,20.0,0.2,4.0,3.0,80,0,0.1786144744984921
RM621,35.0,26-35,No,Travel Rarely,1343.0,Research & Development,27.0,1.0,Medical,1.0,856,3.0,Female,53.0,2.0,1.0,Research Scientist,1.0,Single,2559.0,Upto 5k,17852.0,1.0,Y,No,11.0,0.11,3.0,4.0,80,3,0.28408208810028973
RM631,22.0,18-25,No,Travel Rarely,1230.0,Research & Development,1.0,2.0,Life Science,1.0,872,4.0,Male,33.0,2.0,2.0,Manufacturing Director,4.0,Married,4775.0,Upto 5k,19146.0,6.0,Y,No,22.0,0.22,4.0,1.0,80,0,0.11886742932807728
RM1408,24.0,18-25,No,Travel Rarely,771.0,Research & Development,1.0,2.0,Life Science,1.0,1981,2.0,Male,45.0,2.0,2.0,Healthcare Representative,3.0,Single,4617.0,Upto 5k,14120.0,1.0,Y,No,12.0,0.12,3.0,2.0,80,3,0.22659767463207728
RM1350,26.0,26-35,No,Travel Rarely,482.0,Research & Development,1.0,2.0,Life Science,1.0,1893,2.0,Female,90.0,2.0,1.0,Research Scientist,3.0,Married,2933.0,Upto 5k,14908.0,1.0,Y,Yes,13.0,0.13,3.0,3.0,80,3,0.49601990334404766
RM782,26.0,26-35,No,Travel Rarely,192.0,Research & Development,1.0,2.0,Medical,1.0,1083,1.0,Male,59.0,2.0,1.0,Laboratory Technician,1.0,Married,3955.0,Upto 5k,11141.0,1.0,Y,No,16.0,0.16,3.0,1.0,80,3,0.3549347309388076
RM1365,28.0,26-35,No,Travel Frequently,783.0,Sales,1.0,2.0,Life Science,1.0,1927,3.0,Male,42.0,2.0,2.0,Sales Executive,4.0,Married,6834.0,5k-10k,19255.0,1.0,Y,Yes,12.0,0.12,3.0,3.0,80,3,0.19243269079594402
RM590,29.0,26-35,Yes,Travel Rarely,805.0,Research & Development,1.0,2.0,Life Science,1.0,816,2.0,Female,36.0,2.0,1.0,Laboratory Technician,1.0,Married,2319.0,Upto 5k,6689.0,1.0,Y,Yes,11.0,0.11,3.0,4.0,80,3,0.5081062165912836
RM400,31.0,26-35,No,Travel Rarely,329.0,Research & Development,1.0,2.0,Life Science,1.0,530,4.0,Male,98.0,2.0,1.0,Laboratory Technician,1.0,Married,2218.0,Upto 5k,16193.0,1.0,Y,No,12.0,0.12,3.0,3.0,80,3,0.2525558151117416
RM1416,33.0,26-35,No,Non Travel,1313.0,Research & Development,1.0,2.0,Medical,1.0,1994,2.0,Male,59.0,2.0,1.0,Laboratory Technician,3.0,Divorced,2008.0,Upto 5k,20439.0,1.0,Y,No,12.0,0.12,3.0,3.0,80,3,0.20924041157816917
RM482,34.0,26-35,No,Travel Rarely,254.0,Research & Development,1.0,2.0,Life Science,1.0,649,2.0,Male,83.0,2.0,1.0,Research Scientist,4.0,Married,3622.0,Upto 5k,22794.0,1.0,Y,Yes,13.0,0.13,3.0,4.0,80,3,0.20290310391310376
RM249,37.0,36-45,No,Travel Rarely,1017.0,Research & Development,1.0,2.0,Medical,1.0,340,3.0,Female,83.0,2.0,1.0,Research Scientist,1.0,Married,3920.0,Upto 5k,18697.0,2.0,Y,No,14.0,0.14,3.0,1.0,80,3,0.1880041990990623
RM598,42.0,36-45,No,Travel Rarely,932.0,Research & Development,1.0,2.0,Life Science,1.0,827,4.0,Female,43.0,2.0,2.0,Manufacturing Director,4.0,Married,6062.0,5k-10k,4051.0,9.0,Y,Yes,13.0,0.13,3.0,4.0,80,1,0.14463865263245032
RM790,44.0,36-45,Yes,Travel Rarely,1376.0,Human Resources,1.0,2.0,Medical,1.0,1098,2.0,Male,91.0,2.0,3.0,Human Resources,1.0,Married,10482.0,10k-15k,2326.0,9.0,Y,No,14.0,0.14,3.0,4.0,80,1,0.14398318802229945
RM051,48.0,46-55,Yes,Travel Rarely,626.0,Research & Development,1.0,2.0,Life Science,1.0,64,1.0,Male,98.0,2.0,3.0,Laboratory Technician,3.0,Single,5381.0,5k-10k,19294.0,9.0,Y,Yes,13.0,0.13,3.0,4.0,80,1,0.6005572191565206
RM317,49.0,46-55,No,Travel Rarely,1091.0,Research & Development,1.0,2.0,Technical Degree,1.0,431,3.0,Female,90.0,2.0,4.0,Healthcare Representative,3.0,Single,13964.0,10k-15k,17810.0,7.0,Y,Yes,12.0,0.12,3.0,4.0,80,2,0.13051922735262855
RM423,19.0,18-25,Yes,Travel Rarely,489.0,Human Resources,2.0,2.0,Technical Degree,1.0,566,1.0,Male,52.0,2.0,1.0,Human Resources,4.0,Single,2564.0,Upto 5k,18437.0,1.0,Y,No,12.0,0.12,3.0,3.0,80,3,0.7154825170701845
RM1069,28.0,26-35,Yes,Travel Frequently,289.0,Research & Development,2.0,2.0,Medical,1.0,1504,3.0,Male,38.0,2.0,1.0,Laboratory Technician,1.0,Single,2561.0,Upto 5k,5355.0,7.0,Y,No,11.0,0.11,3.0,3.0,80,1,0.5117913440488241
RM385,36.0,36-45,No,Travel Rarely,164.0,Sales,2.0,2.0,Medical,1.0,513,2.0,Male,61.0,2.0,3.0,Sales Executive,3.0,Married,7596.0,5k-10k,3809.0,1.0,Y,No,13.0,0.13,3.0,2.0,80,3,0.18990622098212376
RM003,37.0,36-45,Yes,Travel Rarely,1373.0,Research & Development,2.0,2.0,Other,1.0,4,4.0,Male,92.0,2.0,1.0,Laboratory Technician,3.0,Single,2090.0,Upto 5k,2396.0,6.0,Y,Yes,15.0,0.15,3.0,2.0,80,1,0.740531473939649
RM105,37.0,36-45,No,Non Travel,1040.0,Research & Development,2.0,2.0,Life Science,1.0,139,3.0,Male,100.0,2.0,2.0,Healthcare Representative,4.0,Divorced,5163.0,5k-10k,15850.0,5.0,Y,No,14.0,0.14,3.0,4.0,80,1,0.07694869315519602
RM1162,38.0,36-45,No,Travel Rarely,397.0,Research & Development,2.0,2.0,Medical,1.0,1638,4.0,Female,54.0,2.0,3.0,Manufacturing Director,3.0,Married,7756.0,5k-10k,14199.0,3.0,Y,Yes,19.0,0.19,3.0,4.0,80,0,0.16301491992859127
RM1257,38.0,36-45,No,Travel Frequently,594.0,Research & Development,2.0,2.0,Medical,1.0,1760,3.0,Female,75.0,2.0,1.0,Laboratory Technician,2.0,Married,2468.0,Upto 5k,15963.0,4.0,Y,No,14.0,0.14,3.0,2.0,80,1,0.2654577403697385
RM262,38.0,36-45,No,Non Travel,1327.0,Sales,2.0,2.0,Life Science,1.0,361,4.0,Male,39.0,2.0,2.0,Sales Executive,4.0,Married,5249.0,5k-10k,19682.0,3.0,Y,No,18.0,0.18,3.0,4.0,80,0,0.07062138132407832
RM1161,45.0,36-45,No,Travel Rarely,1329.0,Research & Development,2.0,2.0,Other,1.0,1635,4.0,Female,59.0,2.0,2.0,Manufacturing Director,4.0,Divorced,5770.0,5k-10k,5388.0,1.0,Y,No,19.0,0.19,3.0,1.0,80,0,0.05506281008971174
RM195,45.0,36-45,No,Non Travel,1195.0,Research & Development,2.0,2.0,Medical,1.0,264,1.0,Male,65.0,2.0,4.0,Manager,4.0,Married,16792.0,15k+,20462.0,9.0,Y,No,23.0,0.23,4.0,4.0,80,2,0.06473287450948353
RM275,21.0,18-25,No,Travel Rarely,996.0,Research & Development,3.0,2.0,Medical,1.0,379,4.0,Male,100.0,2.0,1.0,Research Scientist,3.0,Single,3230.0,Upto 5k,10531.0,1.0,Y,No,17.0,0.17,3.0,1.0,80,3,0.3113670279152997
RM1156,39.0,36-45,No,Travel Rarely,170.0,Research & Development,3.0,2.0,Medical,1.0,1627,3.0,Male,76.0,2.0,2.0,Laboratory Technician,3.0,Divorced,3069.0,Upto 5k,10302.0,0.0,Y,No,15.0,0.15,3.0,4.0,80,3,0.12393284139893875
RM1072,49.0,46-55,No,Travel Rarely,271.0,Research & Development,3.0,2.0,Medical,1.0,1509,3.0,Female,43.0,2.0,2.0,Laboratory Technician,1.0,Married,4789.0,Upto 5k,23070.0,4.0,Y,No,25.0,0.25,4.0,1.0,80,0,0.1857173399966429
RM037,50.0,46-55,Yes,Travel Rarely,869.0,Sales,3.0,2.0,Marketing,1.0,47,1.0,Male,86.0,2.0,1.0,Sales Representative,3.0,Married,2683.0,Upto 5k,3810.0,1.0,Y,Yes,14.0,0.14,3.0,3.0,80,3,0.7253342285010369
RM398,25.0,18-25,No,Travel Rarely,891.0,Sales,4.0,2.0,Life Science,1.0,527,2.0,Female,99.0,2.0,2.0,Sales Executive,4.0,Single,4487.0,Upto 5k,12090.0,1.0,Y,Yes,11.0,0.11,3.0,2.0,80,3,0.2860882039020914
RM093,30.0,26-35,No,Travel Rarely,1334.0,Sales,4.0,2.0,Medical,1.0,121,3.0,Female,63.0,2.0,2.0,Sales Executive,2.0,Divorced,5209.0,5k-10k,19760.0,1.0,Y,Yes,12.0,0.12,3.0,2.0,80,3,0.15004976624971628
RM917,46.0,46-55,No,Travel Rarely,168.0,Sales,4.0,2.0,Marketing,1.0,1280,4.0,Female,33.0,2.0,5.0,Manager,2.0,Married,18789.0,15k+,9946.0,2.0,Y,No,14.0,0.14,3.0,3.0,80,2,0.05072933276535112
RM900,49.0,46-55,No,Travel Rarely,1098.0,Research & Development,4.0,2.0,Medical,1.0,1256,1.0,Male,85.0,2.0,5.0,Manager,3.0,Married,18711.0,15k+,12124.0,2.0,Y,No,13.0,0.13,3.0,3.0,80,2,0.06910197335253003
RM615,26.0,26-35,Yes,Travel Frequently,887.0,Research & Development,5.0,2.0,Medical,1.0,848,3.0,Female,88.0,2.0,1.0,Research Scientist,3.0,Married,2366.0,Upto 5k,20898.0,1.0,Y,Yes,14.0,0.14,3.0,1.0,80,3,0.7872531328517626
RM1102,32.0,26-35,No,Travel Rarely,824.0,Research & Development,5.0,2.0,Life Science,1.0,1555,4.0,Female,67.0,2.0,2.0,Research Scientist,2.0,Married,5878.0,5k-10k,15624.0,3.0,Y,No,12.0,0.12,3.0,1.0,80,3,0.18009194265866307
RM1209,34.0,26-35,No,Travel Rarely,1157.0,Research & Development,5.0,2.0,Medical,1.0,1696,2.0,Male,57.0,2.0,2.0,Laboratory Technician,4.0,Married,3986.0,Upto 5k,11912.0,1.0,Y,No,14.0,0.14,3.0,3.0,80,3,0.08775499218195675
RM865,41.0,36-45,Yes,Non Travel,906.0,Research & Development,5.0,2.0,Life Science,1.0,1210,1.0,Male,95.0,2.0,1.0,Research Scientist,1.0,Divorced,2107.0,Upto 5k,20293.0,6.0,Y,No,17.0,0.17,3.0,1.0,80,1,0.6566434359681296
RM1273,38.0,36-45,No,Travel Rarely,1153.0,Research & Development,6.0,2.0,Other,1.0,1782,4.0,Female,40.0,2.0,1.0,Laboratory Technician,3.0,Married,3702.0,Upto 5k,16376.0,1.0,Y,No,11.0,0.11,3.0,2.0,80,3,0.1739119244798372
RM931,51.0,46-55,No,Travel Frequently,968.0,Research & Development,6.0,2.0,Medical,1.0,1297,2.0,Female,40.0,2.0,1.0,Laboratory Technician,3.0,Single,2838.0,Upto 5k,4257.0,0.0,Y,No,14.0,0.14,3.0,2.0,80,3,0.2026711955873436
RM326,31.0,26-35,No,Travel Frequently,798.0,Research & Development,7.0,2.0,Life Science,1.0,442,3.0,Female,48.0,2.0,3.0,Manufacturing Director,3.0,Married,8943.0,5k-10k,14034.0,1.0,Y,No,24.0,0.24,4.0,1.0,80,0,0.18519948090299929
RM1135,35.0,26-35,No,Travel Rarely,1349.0,Research & Development,7.0,2.0,Life Science,1.0,1601,3.0,Male,63.0,2.0,1.0,Laboratory Technician,4.0,Married,2690.0,Upto 5k,7713.0,1.0,Y,No,18.0,0.18,3.0,4.0,80,0,0.14936046737650052
RM327,39.0,36-45,No,Travel Frequently,672.0,Research & Development,7.0,2.0,Medical,1.0,444,3.0,Male,54.0,2.0,5.0,Manager,4.0,Married,19272.0,15k+,21141.0,1.0,Y,No,15.0,0.15,3.0,1.0,80,2,0.09193467367198367
RM063,50.0,46-55,No,Travel Rarely,989.0,Research & Development,7.0,2.0,Medical,1.0,80,2.0,Female,43.0,2.0,5.0,Research Director,3.0,Divorced,18740.0,15k+,16701.0,5.0,Y,Yes,12.0,0.12,3.0,4.0,80,2,0.09666982273461859
RM625,53.0,46-55,No,Travel Rarely,661.0,Sales,7.0,2.0,Marketing,1.0,862,1.0,Female,78.0,2.0,3.0,Sales Executive,4.0,Married,10934.0,10k-15k,20715.0,7.0,Y,Yes,18.0,0.18,3.0,4.0,80,2,0.23480827396183065
RM630,28.0,26-35,No,Travel Rarely,1169.0,Human Resources,8.0,2.0,Medical,1.0,869,2.0,Male,63.0,2.0,1.0,Human Resources,4.0,Divorced,4936.0,Upto 5k,23965.0,1.0,Y,No,13.0,0.13,3.0,4.0,80,3,0.12078340606828195
RM320,32.0,26-35,No,Travel Rarely,588.0,Sales,8.0,2.0,Technical Degree,1.0,436,3.0,Female,65.0,2.0,2.0,Sales Executive,2.0,Married,5228.0,5k-10k,24624.0,1.0,Y,Yes,11.0,0.11,3.0,4.0,80,3,0.3747345985712567
RM889,35.0,26-35,No,Non Travel,1212.0,Sales,8.0,2.0,Marketing,1.0,1243,3.0,Female,78.0,2.0,3.0,Sales Executive,4.0,Married,10377.0,10k-15k,13755.0,4.0,Y,Yes,11.0,0.11,3.0,2.0,80,3,0.14847000677993522
RM1022,25.0,18-25,Yes,Travel Rarely,383.0,Sales,9.0,2.0,Life Science,1.0,1439,1.0,Male,68.0,2.0,1.0,Sales Representative,1.0,Married,4400.0,Upto 5k,15182.0,3.0,Y,No,12.0,0.12,3.0,1.0,80,3,0.6696960416805008
RM033,30.0,26-35,No,Travel Rarely,125.0,Research & Development,9.0,2.0,Medical,1.0,41,4.0,Male,83.0,2.0,1.0,Laboratory Technician,3.0,Single,2206.0,Upto 5k,16117.0,1.0,Y,No,13.0,0.13,3.0,1.0,80,3,0.3920365245618347
RM710,31.0,26-35,Yes,Non Travel,335.0,Research & Development,9.0,2.0,Medical,1.0,991,3.0,Male,46.0,2.0,1.0,Research Scientist,1.0,Single,2321.0,Upto 5k,10322.0,0.0,Y,Yes,22.0,0.22,4.0,1.0,80,0,0.7785155396425241
RM512,36.0,36-45,No,Travel Rarely,913.0,Research & Development,9.0,2.0,Medical,1.0,699,2.0,Male,48.0,2.0,2.0,Manufacturing Director,2.0,Divorced,8847.0,5k-10k,13934.0,2.0,Y,Yes,11.0,0.11,3.0,3.0,80,3,0.21380376247154828
RM1277,37.0,36-45,No,Travel Rarely,589.0,Sales,9.0,2.0,Marketing,1.0,1787,2.0,Male,46.0,2.0,2.0,Sales Executive,2.0,Married,4189.0,Upto 5k,8800.0,1.0,Y,No,14.0,0.14,3.0,1.0,80,3,0.24649647139269684
RM1130,42.0,36-45,No,Travel Rarely,1059.0,Research & Development,9.0,2.0,Other,1.0,1595,4.0,Male,93.0,2.0,5.0,Manager,4.0,Single,19613.0,15k+,26362.0,8.0,Y,No,22.0,0.22,4.0,4.0,80,2,0.06323616562700156
RM090,46.0,46-55,Yes,Travel Rarely,669.0,Sales,9.0,2.0,Medical,1.0,118,3.0,Male,64.0,2.0,3.0,Sales Executive,4.0,Single,9619.0,5k-10k,13596.0,1.0,Y,No,16.0,0.16,3.0,4.0,80,2,0.20935289218171785
RM916,21.0,18-25,Yes,Travel Frequently,251.0,Research & Development,10.0,2.0,Life Science,1.0,1279,1.0,Female,45.0,2.0,1.0,Laboratory Technician,3.0,Single,2625.0,Upto 5k,25308.0,1.0,Y,No,20.0,0.2,4.0,3.0,80,0,0.7335945481161261
RM054,35.0,26-35,No,Non Travel,1097.0,Research & Development,11.0,2.0,Medical,1.0,70,3.0,Male,79.0,2.0,3.0,Healthcare Representative,1.0,Married,9884.0,5k-10k,8302.0,2.0,Y,Yes,13.0,0.13,3.0,3.0,80,3,0.1081097278840366
RM972,51.0,46-55,No,Travel Rarely,1405.0,Research & Development,11.0,2.0,Technical Degree,1.0,1367,4.0,Female,82.0,2.0,4.0,Manufacturing Director,2.0,Single,13142.0,10k-15k,24439.0,3.0,Y,No,16.0,0.16,3.0,2.0,80,2,0.11740783749182027
RM1460,29.0,26-35,No,Travel Rarely,1378.0,Research & Development,13.0,2.0,Other,1.0,2053,4.0,Male,46.0,2.0,2.0,Laboratory Technician,2.0,Married,4025.0,Upto 5k,23679.0,4.0,Y,Yes,13.0,0.13,3.0,1.0,80,3,0.22477620389545924
RM673,42.0,36-45,No,Travel Rarely,462.0,Sales,14.0,2.0,Medical,1.0,936,3.0,Female,68.0,2.0,2.0,Sales Executive,3.0,Single,6244.0,5k-10k,7824.0,7.0,Y,No,17.0,0.17,3.0,1.0,80,1,0.26511039481188237
RM012,29.0,26-35,No,Travel Rarely,153.0,Research & Development,15.0,2.0,Life Science,1.0,15,4.0,Female,49.0,2.0,2.0,Laboratory Technician,3.0,Single,4193.0,Upto 5k,12682.0,0.0,Y,Yes,12.0,0.12,3.0,4.0,80,3,0.18238915369128175
RM1252,30.0,26-35,No,Travel Rarely,979.0,Sales,15.0,2.0,Marketing,1.0,1754,3.0,Male,94.0,2.0,3.0,Sales Executive,1.0,Divorced,7140.0,5k-10k,3088.0,2.0,Y,No,11.0,0.11,3.0,1.0,80,3,0.16050397916548517
RM342,38.0,36-45,No,Travel Rarely,343.0,Research & Development,15.0,2.0,Life Science,1.0,461,3.0,Male,92.0,2.0,3.0,Research Director,4.0,Divorced,11510.0,10k-15k,15682.0,0.0,Y,Yes,14.0,0.14,3.0,2.0,80,3,0.10401936710200564
RM1186,43.0,36-45,No,Travel Rarely,1291.0,Research & Development,15.0,2.0,Life Science,1.0,1666,3.0,Male,65.0,2.0,4.0,Research Director,3.0,Married,17603.0,15k+,3525.0,1.0,Y,No,24.0,0.24,4.0,1.0,80,2,0.051757510537275266
RM1346,35.0,26-35,No,Travel Rarely,219.0,Research & Development,16.0,2.0,Other,1.0,1886,4.0,Female,44.0,2.0,2.0,Manufacturing Director,2.0,Married,4788.0,Upto 5k,25388.0,0.0,Y,Yes,11.0,0.11,3.0,4.0,80,3,0.17680214956347648
RM477,24.0,18-25,No,Travel Rarely,823.0,Research & Development,17.0,2.0,Other,1.0,643,4.0,Male,94.0,2.0,1.0,Laboratory Technician,2.0,Married,2127.0,Upto 5k,9100.0,1.0,Y,No,21.0,0.21,4.0,4.0,80,0,0.19476277146397766
RM1356,36.0,36-45,No,Travel Rarely,335.0,Sales,17.0,2.0,Marketing,1.0,1908,3.0,Male,33.0,2.0,2.0,Sales Executive,2.0,Married,5507.0,5k-10k,16822.0,2.0,Y,No,16.0,0.16,3.0,3.0,80,3,0.25458456126562834
RM684,25.0,18-25,Yes,Travel Rarely,867.0,Sales,19.0,2.0,Marketing,1.0,952,3.0,Male,36.0,2.0,1.0,Sales Representative,2.0,Married,2413.0,Upto 5k,18798.0,1.0,Y,Yes,18.0,0.18,3.0,3.0,80,0,0.795043929831775
